DEPTH_M,DEPTH_F,BS,CALI,DENS,DRHO,DTC,DTS,GR,NEUT,PEF,RESD,RESM,RESS,TEMP,TENS
2580.7416,8467.0003,12.5,12.2801,2.3633,0.026738,93.7893,151.3371,95.526,0.253376,2.619,2.1081,2.0746,2.0566,73,1738.2383
2580.894,8467.5003,12.5,12.2801,2.3654,0.024607,94.3766,152.7723,94.7664,0.257099,2.652,2.1509,2.1135,2.0704,73,1749.8822
2581.0464,8468.0003,12.5,12.2799,2.3644,0.023762,94.6386,154.2603,94.2545,0.25967,2.6455,2.1623,2.1241,2.0745,73,1755.6926
2581.1988,8468.5003,12.5,12.2794,2.3564,0.025853,94.1571,155.8687,94.3084,0.259612,2.5488,2.1021,2.0698,2.0566,73,1748.1768
2581.3512,8469.0003,12.5,12.2788,2.3483,0.027944,93.6757,157.4771,94.3624,0.259554,2.452,2.0419,2.0154,2.0386,73,1740.6609
2581.5036,8469.5003,12.5,12.2791,2.3407,0.030039,93.1996,159.0261,94.432,0.25943,2.3595,1.9849,1.964,2.0218,73,1733.265
2581.656,8470.0003,12.5,12.3137,2.3497,0.032295,92.943,158.1235,95.1511,0.256571,2.4396,2.0627,2.0321,2.0554,73,1730.8275
2581.8084,8470.5003,12.5,12.3483,2.3587,0.034551,92.6864,157.2209,95.8702,0.253711,2.5197,2.1406,2.1001,2.089,73,1728.3899
2581.9608,8471.0003,12.5,12.3829,2.3677,0.036808,92.4298,156.3182,96.5893,0.250851,2.5998,2.2184,2.1682,2.1226,73,1725.9523
2582.1132,8471.5003,12.5,12.3532,2.3735,0.035716,92.4153,154,98.8667,0.251235,2.6334,2.2523,2.2074,2.1661,73,1726.4747
2582.2656,8472.0003,12.5,12.3011,2.3782,0.033464,92.4847,151.1917,101.6838,0.252741,2.6508,2.2711,2.2365,2.213,73,1728.0222
2582.418,8472.5003,12.5,12.2491,2.3829,0.031212,92.554,148.3833,104.5008,0.254248,2.6683,2.2899,2.2657,2.2599,73,1729.5697
2582.5704,8473.0003,12.5,12.225,2.3835,0.03,93.0189,147.2683,105.1386,0.254321,2.6594,2.3045,2.2829,2.2861,73,1730.1003
2582.7228,8473.5003,12.5,12.2334,2.3794,0.03,93.9446,148.1257,103.2381,0.252725,2.62,2.3142,2.2861,2.2882,73,1729.4467
2582.8752,8474.0003,12.5,12.2418,2.3753,0.03,94.8703,148.9832,101.3376,0.251129,2.5806,2.3239,2.2893,2.2902,73,1728.793
2583.0276,8474.5003,12.5,12.2479,2.3713,0.03,95.6961,149.8218,99.5883,0.249265,2.5446,2.3277,2.2883,2.2881,73,1727.7925
2583.18,8475.0003,12.5,12.243,2.3672,0.03,96.0698,150.5753,98.5229,0.246196,2.5246,2.3047,2.2683,2.2678,73,1725.224
2583.3324,8475.5003,12.5,12.2382,2.3632,0.03,96.4436,151.3288,97.4574,0.243126,2.5045,2.2816,2.2483,2.2474,73,1722.6556
2583.4848,8476.0003,12.5,12.2333,2.3592,0.03,96.8174,152.0823,96.3919,0.240056,2.4845,2.2585,2.2282,2.227,73,1720.0872
2583.6372,8476.5003,12.5,12.2374,2.3563,0.03,97.2719,151.9433,96.584,0.246915,2.4636,2.2201,2.1878,2.1863,73,1723.8967
2583.7896,8477.0003,12.5,12.2426,2.3536,0.03,97.7354,151.7053,96.9154,0.254874,2.4426,2.1799,2.145,2.1433,73,1728.413
2583.942,8477.5003,12.5,12.2477,2.3508,0.03,98.1989,151.4674,97.2468,0.262833,2.4216,2.1397,2.1023,2.1003,73,1732.9293
2584.0944,8478.0003,12.5,12.249,2.3442,0.030636,97.6846,151.7996,97.8054,0.264545,2.4191,2.0885,2.0505,2.0456,73,1738.1641
2584.2468,8478.5003,12.5,12.2478,2.3351,0.031662,96.5695,152.482,98.5036,0.26242,2.428,2.0305,1.993,1.9838,73,1743.8403
2584.3992,8479.0003,12.5,12.2466,2.3261,0.032689,95.4545,153.1644,99.2017,0.260294,2.4369,1.9725,1.9356,1.922,73,1749.5166
2584.5516,8479.5003,12.5,12.2438,2.3211,0.03199,94.7535,153.951,99.9689,0.255365,2.4432,1.9543,1.9166,1.9047,73,1750.6296
2584.704,8480.0003,12.5,12.2378,2.3241,0.027919,94.8611,154.941,100.8708,0.244961,2.4442,2.014,1.9728,1.9742,73,1742.8285
2584.8564,8480.5003,12.5,12.2317,2.3272,0.023848,94.9688,155.931,101.7727,0.234557,2.4452,2.0737,2.0289,2.0437,73,1735.0275
2585.0088,8481.0003,12.5,12.2263,2.33,0.020189,95.0718,156.8728,102.5825,0.224875,2.4454,2.1303,2.0831,2.1098,73,1728.1808
2585.1612,8481.5003,12.5,12.2315,2.3294,0.023233,95.0982,157.0276,101.8894,0.226984,2.4314,2.1367,2.1049,2.1205,73,1736.9103
2585.3136,8482.0003,12.5,12.2367,2.3287,0.026277,95.1246,157.1823,101.1963,0.229093,2.4174,2.1431,2.1267,2.1311,73,1745.6398
2585.466,8482.5003,12.5,12.2419,2.3281,0.029321,95.151,157.3371,100.5033,0.231202,2.4034,2.1495,2.1485,2.1418,73,1754.3693
2585.6184,8483.0003,12.5,12.2519,2.3296,0.028816,94.6399,157.1492,98.9882,0.232484,2.3967,2.1578,2.1526,2.1444,73,1751.6052
2585.7708,8483.5003,12.5,12.2631,2.3318,0.027292,93.9745,156.8629,97.237,0.233529,2.392,2.1667,2.1515,2.1446,73,1745.5409
2585.9232,8484.0003,12.5,12.2744,2.3339,0.025768,93.3091,156.5766,95.4859,0.234574,2.3874,2.1755,2.1505,2.1449,73,1739.4764
2586.0756,8484.5003,12.5,12.2709,2.3349,0.025756,93.2355,156.581,95.3758,0.238757,2.3841,2.182,2.1508,2.1474,73,1734.2347
2586.228,8485.0003,12.5,12.2522,2.3346,0.02728,93.763,156.8807,96.9329,0.24613,2.3822,2.186,2.1525,2.1524,73,1729.8291
2586.3804,8485.5003,12.5,12.2336,2.3343,0.028804,94.2905,157.1805,98.49,0.253503,2.3804,2.1899,2.1542,2.1573,73,1725.4235
2586.5328,8486.0003,12.5,12.2298,2.3352,0.03,94.7887,157.3632,99.7101,0.258126,2.3895,2.2003,2.1626,2.1653,73,1724.5415
2586.6852,8486.5003,12.5,12.2801,2.3404,0.03,95.1803,157.1194,99.7016,0.252721,2.4383,2.2341,2.1956,2.1844,73,1736.5085
2586.8376,8487.0003,12.5,12.3304,2.3457,0.03,95.5719,156.8756,99.6931,0.247317,2.4872,2.2679,2.2287,2.2036,73,1748.4756
2586.99,8487.5003,12.5,12.3807,2.3509,0.03,95.9634,156.6318,99.6847,0.241912,2.536,2.3017,2.2617,2.2227,73,1760.4426
2587.1424,8488.0003,12.5,12.3443,2.3499,0.032815,96.0889,155.8736,98.4796,0.237089,2.5951,2.2591,2.2183,2.1944,73,1761.7378
2587.2948,8488.5003,12.5,12.3019,2.3485,0.035829,96.1958,155.0794,97.1905,0.232307,2.6549,2.2112,2.1695,2.1628,73,1762.2833
2587.4472,8489.0003,12.5,12.2594,2.347,0.038842,96.3026,154.2851,95.9014,0.227525,2.7147,2.1633,2.1208,2.1312,73,1762.829
2587.5996,8489.5003,12.5,12.3434,2.3405,0.039161,97.1635,153.6864,94.1794,0.228165,2.6753,2.1133,2.0712,2.0824,73,1756.3506
2587.752,8490.0003,12.5,12.4945,2.3313,0.038053,98.4241,153.1913,92.2279,0.23168,2.5834,2.0621,2.0213,2.0244,73,1746.1484
2587.9044,8490.5003,12.5,12.6455,2.322,0.036945,99.6847,152.6961,90.2764,0.235195,2.4914,2.0109,1.9713,1.9664,73,1735.9464
2588.0568,8491.0003,12.5,12.7366,2.3202,0.03554,100.4078,152.3717,89.5212,0.241854,2.4362,1.966,1.9293,1.9203,73,1733.0928
2588.2092,8491.5003,12.5,12.7265,2.3307,0.033635,100.2261,152.3347,90.7796,0.253805,2.4427,1.9319,1.9006,1.8943,73,1742.6077
2588.3616,8492.0003,12.5,12.7164,2.3412,0.03173,100.0444,152.2976,92.0379,0.265756,2.4493,1.8978,1.872,1.8684,73,1752.1224
2588.514,8492.5003,12.5,12.7065,2.351,0.029999,99.8944,152.2797,93.1129,0.276049,2.4549,1.8738,1.8524,1.8503,73,1760.4656
2588.6664,8493.0003,12.5,12.6988,2.3544,0.029986,100.057,152.4513,92.3752,0.269951,2.4516,1.9498,1.9231,1.911,73,1757.2253
2588.8188,8493.5003,12.5,12.6911,2.3579,0.029973,100.2196,152.6229,91.6376,0.263854,2.4483,2.0257,1.9939,1.9717,73,1753.9852
2588.9712,8494.0003,12.5,12.6834,2.3613,0.02996,100.3822,152.7945,90.9,0.257756,2.445,2.1017,2.0646,2.0324,73,1750.7451
2589.1236,8494.5003,12.5,12.6552,2.3651,0.028664,100.0307,153.1239,92.1073,0.252071,2.4745,2.1356,2.1018,2.0776,73,1755.3744
2589.276,8495.0003,12.5,12.6223,2.369,0.027068,99.5595,153.4902,93.7679,0.246483,2.5116,2.1597,2.1312,2.1192,73,1761.8374
2589.4284,8495.5003,12.5,12.5893,2.3729,0.025473,99.0882,153.8564,95.4284,0.240895,2.5488,2.1838,2.1606,2.1608,73,1768.3003
2589.5808,8496.0003,12.5,12.5449,2.376,0.028797,98.5296,154.5647,96.1787,0.242563,2.5906,2.1534,2.134,2.143,73,1762.3604
2589.7332,8496.5003,12.5,12.4904,2.3784,0.03648,97.8936,155.576,96.1224,0.250662,2.6367,2.0748,2.0579,2.0726,73,1745.4297
2589.8856,8497.0003,12.5,12.4359,2.3809,0.044164,97.2576,156.5874,96.0661,0.258761,2.6827,1.9962,1.9817,2.0023,73,1728.4991
2590.038,8497.5003,12.5,12.4126,2.3825,0.048439,96.9349,157.2047,95.5348,0.265572,2.7062,1.9428,1.9281,1.9474,73,1717.8062
2590.1904,8498.0003,12.5,12.4837,2.3818,0.042452,97.5554,156.6358,93.5734,0.268502,2.662,1.9655,1.9424,1.9392,73,1725.8917
2590.3428,8498.5003,12.5,12.5547,2.3811,0.036466,98.1759,156.067,91.6121,0.271432,2.6178,1.9883,1.9567,1.931,73,1733.9773
2590.4952,8499.0003,12.5,12.6257,2.3804,0.030479,98.7964,155.4981,89.6507,0.274363,2.5737,2.011,1.9709,1.9229,73,1742.063
2590.6476,8499.5003,12.5,12.666,2.3891,0.030205,99.6781,155.3015,90.0974,0.265027,2.6503,2.054,2.0148,1.9774,73,1746.0934
2590.8,8500.0003,12.5,12.7053,2.3981,0.030116,100.5684,155.1171,90.6224,0.255293,2.7309,2.0977,2.0596,2.034,73,1749.9921
2590.9524,8500.5003,12.5,12.7446,2.4072,0.030028,101.4586,154.9326,91.1474,0.245559,2.8115,2.1414,2.1044,2.0906,73,1753.8906
